"age","after","received_coupon","revenue"
"30-40",0,0,10.92
"30-40",0,0,7.14
"30-40",0,0,2.02
"30-40",0,0,10.01
"30-40",0,0,12.77
"30-40",0,0,10.56
"30-40",0,0,3.8
"30-40",0,0,9.52
"30-40",0,0,11.27
"30-40",0,0,4.89
"30-40",0,0,5.45
"30-40",0,0,5.91
"30-40",0,0,4.97
"30-40",0,0,10.23
"30-40",0,0,6.96
"30-40",0,0,8.28
"30-40",0,0,6.03
"30-40",0,0,11.16
"30-40",0,0,6.71
"30-40",0,0,8.5
"30-40",0,0,10.65
"30-40",0,0,9.05
"30-40",0,0,12.96
"30-40",0,0,7.87
"30-40",0,0,7.91
"30-40",0,0,7.94
"30-40",0,0,8.58
"30-40",0,0,7.07
"30-40",0,0,13.55
"30-40",0,0,8.97
"30-40",0,0,8.61
"30-40",0,0,8.51
"30-40",0,0,4.71
"30-40",0,0,9.46
"30-40",0,0,9.16
"30-40",0,0,7.21
"30-40",0,0,7.76
"30-40",0,0,7.67
"30-40",0,0,9.65
"30-40",0,0,6.74
"30-40",0,0,6.88
"30-40",0,0,9.49
"30-40",0,0,6.89
"30-40",0,0,7.81
"30-40",0,0,8.89
"30-40",0,0,9.43
"30-40",0,0,6.64
"30-40",0,0,11.18
"30-40",0,0,8.84
"30-40",0,0,5.91
"30-40",0,0,6.7
"30-40",0,0,8.1
"30-40",0,0,8.53
"30-40",0,0,8.11
"30-40",0,0,4.49
"30-40",0,0,9.06
"30-40",0,0,7.1
"30-40",0,0,9.79
"30-40",0,0,9.9
"30-40",0,0,10.49
"30-40",0,0,5.21
"30-40",0,0,6.9
"30-40",0,0,8.99
"30-40",0,0,8.29
"30-40",0,0,8.14
"30-40",0,0,5.66
"30-40",0,0,9.76
"30-40",0,0,9.34
"30-40",0,0,6.95
"30-40",0,0,6.95
"30-40",0,0,6.46
"30-40",0,0,8.84
"30-40",0,0,6
"30-40",0,0,5.98
"30-40",0,0,8.98
"30-40",0,0,9.21
"30-40",0,0,7.54
"30-40",0,0,4.8
"30-40",0,0,7.37
"30-40",0,0,6.56
"30-40",0,0,7.7
"30-40",0,0,9.34
"30-40",0,0,8.48
"30-40",0,0,9.21
"30-40",0,0,7.4
"30-40",0,0,9.96
"30-40",0,0,9.13
"30-40",0,0,11.58
"30-40",0,0,9.1
"30-40",0,0,7.68
"30-40",0,0,9.41
"30-40",0,0,8.6
"30-40",0,0,5.65
"30-40",0,0,11.18
"30-40",0,0,6.76
"30-40",0,0,8.62
"30-40",0,0,11.87
"30-40",0,0,7.57
"30-40",0,0,10.26
"30-40",0,0,6.09
"30-40",0,0,10.59
"30-40",0,0,9.54
"30-40",0,0,7.22
"30-40",0,0,6.26
"30-40",0,0,4.02
"30-40",0,0,11.5
"30-40",0,0,6.29
"30-40",0,0,9.32
"30-40",0,0,7.52
"30-40",0,0,5.89
"30-40",0,0,6.46
"30-40",0,0,9.21
"30-40",0,0,7.22
"30-40",0,0,6.47
"30-40",0,0,8.28
"30-40",0,0,8.12
"30-40",0,0,6.68
"30-40",0,0,9.28
"30-40",0,0,8.04
"30-40",0,0,8.88
"30-40",0,0,4.45
"30-40",0,0,5.67
"30-40",0,0,9.98
"30-40",0,0,9.52
"30-40",0,0,7.3
"30-40",0,0,10.23
"30-40",0,0,7.96
"30-40",0,0,9.62
"30-40",0,0,8.97
"30-40",0,0,8.45
"30-40",0,0,6.54
"30-40",0,0,8.58
"30-40",0,0,8.3
"30-40",0,0,10.22
"30-40",0,0,6.64
"30-40",0,0,9.56
"30-40",0,0,7.32
"30-40",0,0,8.16
"30-40",0,0,11.24
"30-40",0,0,8.94
"30-40",0,0,8.6
"30-40",0,0,9.56
"30-40",0,0,10.53
"30-40",0,0,9.6
"30-40",0,0,8.28
"30-40",0,0,8.93
"30-40",0,0,6.03
"30-40",0,0,10.41
"30-40",0,0,9.43
"30-40",0,0,9.62
"30-40",0,0,10.11
"30-40",0,0,6.03
"30-40",0,0,7.92
"30-40",0,0,10.51
"30-40",0,0,8.24
"30-40",0,0,8.39
"30-40",0,0,7.95
"30-40",0,0,9.19
"30-40",0,0,11.41
"30-40",0,0,6.98
"30-40",0,0,8.58
"30-40",0,0,8.36
"30-40",0,0,8.26
"30-40",0,0,7.03
"30-40",0,0,6.37
"30-40",0,0,6.09
"30-40",0,0,7.81
"30-40",0,0,8.46
"30-40",0,0,11.94
"30-40",0,0,9.79
"30-40",0,0,7.25
"30-40",0,0,4.56
"30-40",0,0,9.51
"30-40",0,0,7.43
"30-40",0,0,8.36
"30-40",0,0,10.04
"30-40",0,0,10.84
"30-40",0,0,8.06
"30-40",0,0,7.24
"30-40",0,0,10.26
"30-40",0,0,8.67
"30-40",0,0,6.32
"30-40",0,0,9.36
"30-40",0,0,12.78
"30-40",0,0,8.62
"30-40",0,0,7.09
"30-40",0,0,6.38
"30-40",0,0,10.29
"30-40",0,0,8.39
"30-40",0,0,8.02
"30-40",0,0,6.71
"30-40",0,0,7.82
"30-40",0,0,8.48
"30-40",0,0,8.44
"30-40",0,0,8.68
"30-40",0,0,6.62
"30-40",0,0,9.3
"30-40",0,0,6.48
"30-40",0,0,8.52
"30-40",0,0,5.56
"30-40",0,0,4.52
"30-40",0,0,6.86
"30-40",0,0,7.09
"30-40",0,0,4.65
"30-40",0,0,4.39
"30-40",0,0,11.73
"30-40",0,0,9.68
"30-40",0,0,6.86
"30-40",0,0,10.7
"30-40",0,0,8.02
"30-40",0,0,9.72
"30-40",0,0,9.43
"30-40",0,0,9.62
"30-40",0,0,9
"30-40",0,0,6.1
"30-40",0,0,6.74
"30-40",0,0,6.16
"30-40",0,0,11.58
"30-40",0,0,7.93
"30-40",0,0,8.42
"30-40",0,0,8.47
"30-40",0,0,8.4
"30-40",0,0,7.23
"30-40",0,0,8.57
"30-40",0,0,9.65
"30-40",0,0,8.8
"30-40",0,0,11.89
"30-40",0,0,10.97
"30-40",0,0,8.86
"30-40",0,0,7.35
"30-40",0,0,8.04
"30-40",0,0,6.24
"30-40",0,0,10.67
"30-40",0,0,9.27
"30-40",0,0,7.13
"30-40",0,0,9.33
"30-40",0,0,8
"30-40",0,0,9.05
"30-40",0,0,7.13
"30-40",0,0,9.64
"30-40",0,0,10.75
"30-40",0,0,8.8
"30-40",0,0,5.82
"30-40",0,0,5.15
"30-40",0,0,11.02
"30-40",0,0,8.28
"30-40",0,0,7.39
"30-40",0,0,11.1
"30-40",0,0,8.12
"30-40",0,0,9.38
"30-40",0,0,9.82
"30-40",0,0,9.6
"30-40",0,0,8.33
"30-40",0,0,7.67
"30-40",0,0,4.43
"30-40",0,0,7.6
"30-40",0,0,9.47
"30-40",0,0,6.63
"30-40",0,0,11.29
"30-40",0,0,9.13
"30-40",0,0,10.3
"30-40",0,0,7.52
"30-40",0,0,7.04
"30-40",0,0,7.42
"30-40",0,0,9.06
"30-40",0,0,7.1
"30-40",0,0,3.98
"30-40",0,0,9.1
"30-40",0,0,6.98
"30-40",0,0,8.87
"30-40",0,0,8.33
"30-40",0,0,10.91
"30-40",0,0,10.41
"30-40",0,0,11.6
"30-40",0,0,8.33
"30-40",0,0,9.73
"30-40",0,0,6.5
"30-40",0,0,8.77
"30-40",0,0,7.67
"30-40",0,0,7.65
"30-40",0,0,10.24
"30-40",0,0,5.18
"30-40",0,0,8.95
"30-40",0,0,12.6
"30-40",0,0,9.28
"30-40",0,0,7.95
"30-40",0,0,6.06
"30-40",0,0,6.6
"30-40",0,0,7.43
"30-40",0,0,9.85
"30-40",0,0,11.13
"30-40",0,0,9.04
"30-40",0,0,10.78
"30-40",0,0,10.96
"30-40",0,0,9.93
"30-40",0,0,10.67
"30-40",0,0,11.57
"30-40",0,0,4.82
"30-40",0,0,8.58
"30-40",0,0,4.2
"30-40",0,0,8.93
"30-40",0,0,7.3
"30-40",0,0,8.35
"30-40",0,0,6.38
"30-40",0,0,7.4
"30-40",0,0,8.69
"30-40",0,0,11.24
"30-40",0,0,9.38
"30-40",0,0,4.35
"30-40",0,0,7.88
"30-40",0,0,5.59
"30-40",0,0,11.12
"30-40",0,0,11.44
"30-40",0,0,11.52
"30-40",0,0,8.38
"30-40",0,0,8.78
"30-40",0,0,10.52
"30-40",0,0,8.31
"30-40",0,0,12.66
"30-40",0,0,8.6
"30-40",0,0,10.83
"30-40",0,0,9.69
"30-40",0,0,7.85
"30-40",0,0,8.35
"30-40",0,0,5.2
"30-40",0,0,8.62
"30-40",0,0,8.86
"30-40",0,0,7.18
"30-40",0,0,6.77
"30-40",0,0,8.37
"30-40",0,0,8.57
"30-40",0,0,11.56
"30-40",0,0,9.41
"30-40",0,0,7.37
"30-40",0,0,6.97
"30-40",0,0,9.52
"30-40",0,0,11.64
"30-40",0,0,12.71
"30-40",0,0,10.17
"30-40",0,0,5.44
"30-40",0,0,10.66
"30-40",0,0,8.43
"30-40",0,0,7.4
"30-40",0,0,5.66
"30-40",0,0,8.66
"30-40",0,0,10.18
"30-40",0,0,5.08
"30-40",0,0,9.06
"30-40",0,0,9.98
"30-40",0,0,5.95
"30-40",0,0,10.76
"30-40",0,0,8.97
"30-40",0,0,8.24
"30-40",0,0,7.38
"30-40",0,0,11.69
"30-40",0,0,7.4
"30-40",0,0,8.35
"30-40",0,0,11.9
"30-40",0,0,10.37
"30-40",0,0,7.73
"30-40",0,0,10.51
"30-40",0,0,4.32
"30-40",0,0,6.87
"30-40",0,0,7.05
"30-40",0,0,8.57
"30-40",0,0,7.39
"30-40",0,0,8.03
"30-40",0,0,9.97
"30-40",0,0,8.29
"30-40",0,0,6.99
"30-40",0,0,5.62
"30-40",0,0,8.09
"30-40",0,0,8.05
"30-40",0,0,9.23
"30-40",0,0,8.85
"30-40",0,0,11.48
"30-40",0,0,8.83
"30-40",0,0,10.97
"30-40",0,0,6.94
"30-40",0,0,7.35
"30-40",0,0,8.82
"30-40",0,0,8.17
"30-40",0,0,9.86
"30-40",0,0,9.93
"30-40",0,0,9.45
"30-40",0,0,11.97
"30-40",0,0,12.64
"30-40",0,0,11.47
"30-40",0,0,10.71
"30-40",0,0,5.25
"30-40",0,0,7.51
"30-40",0,0,7.83
"30-40",0,0,5.33
"30-40",0,0,9.12
"30-40",0,0,9.92
"30-40",0,0,11.9
"30-40",0,0,7.25
"30-40",0,0,8.8
"30-40",0,0,6.45
"30-40",0,0,8.7
"30-40",0,0,6.92
"30-40",0,0,9.88
"30-40",0,0,11.4
"30-40",0,0,7.55
"30-40",0,0,10.73
"30-40",0,0,10.67
"30-40",0,0,14.67
"30-40",0,0,8.55
"30-40",0,0,6.92
"30-40",0,0,8.2
"30-40",0,0,9.92
"30-40",0,0,5.16
"30-40",0,0,9.73
"30-40",0,0,9.22
"30-40",0,0,2.8
"30-40",0,0,11.48
"30-40",0,0,5.65
"30-40",0,0,5.69
"30-40",0,0,6.32
"30-40",0,0,7.78
"30-40",0,0,4.83
"30-40",0,0,8.85
"30-40",0,0,9.16
"30-40",0,0,8.52
"30-40",0,0,9.22
"30-40",0,0,8.82
"30-40",0,0,6.24
"30-40",0,0,9.78
"30-40",0,0,10.39
"30-40",0,0,9.86
"30-40",0,0,5.28
"30-40",0,0,7.68
"30-40",0,0,8.48
"30-40",0,0,12.54
"30-40",0,0,8.76
"30-40",0,0,7.6
"30-40",0,0,8.7
"30-40",0,0,7.8
"30-40",0,0,9.97
"30-40",0,0,9.6
"30-40",0,0,10.91
"30-40",0,0,5.72
"30-40",0,0,9.06
"30-40",0,0,7.86
"30-40",0,0,7.38
"30-40",0,0,6.47
"30-40",0,0,10.77
"30-40",0,0,5.61
"30-40",0,0,7.11
"30-40",0,0,10.51
"30-40",0,0,11.93
"30-40",0,0,10.05
"30-40",0,0,10.08
"30-40",0,0,5.24
"30-40",0,0,11.4
"30-40",0,0,6.56
"30-40",0,0,9.76
"30-40",0,0,10.26
"30-40",0,0,6.24
"30-40",0,0,9.03
"30-40",0,0,8.68
"30-40",0,0,9.98
"30-40",0,0,9.75
"30-40",0,0,7.27
"30-40",0,0,6.34
"30-40",0,0,11.53
"30-40",0,0,5.61
"30-40",0,0,9.83
"30-40",0,0,9.73
"30-40",0,0,7.24
"30-40",0,0,9.11
"30-40",0,0,10.17
"30-40",0,0,6.92
"30-40",0,0,6.32
"30-40",0,0,5.39
"30-40",0,0,5.93
"30-40",0,0,9.13
"30-40",0,0,13.24
"30-40",0,0,12.84
"30-40",0,0,7.22
"30-40",0,0,9.26
"30-40",0,0,10.55
"30-40",0,0,8.83
"30-40",0,0,8.58
"30-40",0,0,8.35
"30-40",0,0,9.65
"30-40",0,0,10.7
"30-40",0,0,9.5
"30-40",0,0,7.71
"30-40",0,0,5.46
"30-40",0,0,8.86
"30-40",0,0,6.68
"30-40",0,0,6.98
"30-40",0,0,9.11
"30-40",0,0,11.03
"30-40",0,0,8.9
"30-40",0,0,6.91
"30-40",0,0,8.59
"30-40",0,0,11.49
"30-40",0,0,10.23
"30-40",0,0,10.1
"30-40",0,0,5.59
"30-40",0,0,7.53
"30-40",0,0,11.48
"30-40",0,0,9.83
"30-40",0,0,4.93
"30-40",0,0,6.65
"30-40",0,0,8.04
"30-40",0,0,6.36
"30-40",0,0,9.99
"30-40",0,0,7.04
"30-40",0,0,10.39
"30-40",0,0,8.43
"30-40",0,0,7.27
"30-40",0,0,7.17
"30-40",0,0,7.76
"30-40",0,0,8.32
"30-40",0,0,9.9
"30-40",0,0,4.78
"30-40",0,0,10.71
"30-40",0,0,9.82
"30-40",0,0,9.33
"30-40",0,0,5.29
"30-40",0,0,6.89
"30-40",0,0,6.34
"30-40",0,0,9.87
"30-40",0,0,12.27
"30-40",0,0,5.56
"30-40",0,0,8.06
"30-40",0,0,10.38
"30-40",0,0,9.63
"30-40",0,0,6.37
"30-40",0,0,11.4
"30-40",0,0,5.61
"30-40",0,0,6.99
"30-40",0,0,10.6
"30-40",0,0,9.93
"30-40",0,0,6.7
"30-40",0,0,8.46
"30-40",0,0,11.04
"30-40",0,0,8.73
"30-40",0,0,7.94
"30-40",0,0,9.32
"30-40",0,0,9.5
"30-40",0,0,3.61
"30-40",0,0,6.77
"30-40",0,0,9.26
"30-40",0,0,12.07
"30-40",0,0,9.49
"30-40",0,0,9.08
"30-40",0,0,9.64
"30-40",0,0,8.07
"30-40",0,0,8.03
"30-40",0,0,10.52
"30-40",0,0,9.06
"30-40",0,0,7.16
"30-40",0,0,8.71
"30-40",0,0,9.69
"30-40",0,0,10.03
"30-40",0,0,7.82
"30-40",0,0,11.72
"30-40",0,0,7.87
"30-40",0,0,5.6
"30-40",0,0,9.4
"30-40",0,0,10.76
"30-40",0,0,4.58
"30-40",0,0,8.17
"30-40",0,0,4.34
"30-40",0,0,6.47
"30-40",0,0,8.72
"30-40",0,0,5.9
"30-40",0,0,6.65
"30-40",0,0,5.87
"30-40",0,0,8.21
"30-40",0,0,3.89
"30-40",0,0,9.89
"30-40",0,0,6.19
"30-40",0,0,7.8
"30-40",0,0,9.43
"30-40",0,0,6.26
"30-40",0,0,11.72
"30-40",0,0,8.08
"30-40",0,0,12.35
"30-40",0,0,7.06
"30-40",0,0,7.87
"30-40",0,0,7.13
"30-40",0,0,10.19
"30-40",0,0,7.9
"30-40",0,0,6.28
"30-40",0,0,8.62
"30-40",0,0,9.21
"30-40",0,0,6.65
"30-40",0,0,9.43
"30-40",0,0,6.42
"30-40",0,0,5.66
"30-40",0,0,9.58
"30-40",0,0,8.52
"30-40",0,0,8.17
"30-40",0,0,5.02
"30-40",0,0,9.22
"30-40",0,0,10.4
"30-40",0,0,7.12
"30-40",0,0,7.71
"30-40",0,0,7.33
"30-40",0,0,6.69
"30-40",0,0,8.87
"30-40",0,0,9.71
"30-40",0,0,10.19
"30-40",0,0,4.72
"30-40",0,0,7.67
"30-40",0,0,7.81
"30-40",0,0,7.65
"30-40",0,0,5.81
"30-40",0,0,6.52
"30-40",0,0,8.76
"30-40",0,0,12.91
"30-40",0,0,7.52
"30-40",0,0,8.38
"30-40",0,0,9.26
"30-40",0,0,11.29
"30-40",0,0,8.83
"30-40",0,0,8.35
"30-40",0,0,6.41
"30-40",0,0,8.53
"30-40",0,0,7.36
"30-40",0,0,9.17
"30-40",0,0,8.65
"30-40",0,0,5.68
"30-40",0,0,8.38
"30-40",0,0,7.58
"30-40",0,0,9.96
"30-40",0,0,10.53
"30-40",0,0,10.38
"30-40",0,0,6.99
"30-40",0,0,5.98
"30-40",0,0,9.32
"30-40",0,0,8.46
"30-40",0,0,5.69
"30-40",0,0,9
"30-40",0,0,6.62
"30-40",0,0,9.45
"30-40",0,0,11.78
"30-40",0,0,11.45
"30-40",0,0,11.63
"30-40",0,0,6.66
"30-40",0,0,7.99
"30-40",0,0,3.87
"30-40",0,0,4.94
"30-40",0,0,12.52
"30-40",0,0,9.98
"30-40",0,0,9.11
"30-40",0,0,6.64
"30-40",0,0,7.25
"30-40",0,0,10.78
"30-40",0,0,11.55
"30-40",0,0,8.34
"30-40",0,0,7.67
"30-40",0,0,8.86
"30-40",0,0,5.28
"30-40",0,0,10.37
"30-40",0,0,10.06
"30-40",0,0,10.4
"30-40",0,0,7.94
"30-40",0,0,5.59
"30-40",0,0,10.47
"30-40",0,0,9.03
"30-40",0,0,8.86
"30-40",0,0,7.52
"30-40",0,0,8.21
"30-40",0,0,11.21
"30-40",0,0,9.2
"30-40",0,0,10.21
"30-40",0,0,10.52
"30-40",0,0,6.64
"30-40",0,0,10.09
"30-40",0,0,6.89
"30-40",0,0,7.58
"30-40",0,0,9.87
"30-40",0,0,7.31
"30-40",0,0,7.69
"30-40",0,0,7.74
"30-40",0,0,7.34
"30-40",0,0,5.79
"30-40",0,0,8.27
"30-40",0,0,10.53
"30-40",0,0,8.14
"30-40",0,0,5.56
"30-40",0,0,4.71
"30-40",0,0,6.47
"30-40",0,0,8.33
"30-40",0,0,6.92
"30-40",0,0,11.4
"30-40",0,0,9.34
"30-40",0,0,9.31
"30-40",0,0,7.55
"30-40",0,0,9.63
"30-40",0,0,6.26
"30-40",0,0,8.36
"30-40",0,0,8.84
"30-40",0,0,8.42
"30-40",0,0,10.86
"30-40",0,0,11.77
"30-40",0,0,10.21
"30-40",0,0,5.32
"30-40",0,0,3.7
"30-40",0,0,8.51
"30-40",0,0,7.59
"30-40",0,0,12.01
"30-40",0,0,11.56
"30-40",0,0,8.83
"30-40",0,0,2.65
"30-40",0,0,3.97
"30-40",0,0,10.02
"30-40",0,0,4.14
"30-40",0,0,11.93
"30-40",0,0,4.2
"30-40",0,0,9.2
"30-40",0,0,8.72
"30-40",0,0,8.78
"30-40",0,0,10.52
"30-40",0,0,8.01
"30-40",0,0,10.96
"30-40",0,0,9.17
"30-40",0,0,11.08
"30-40",0,0,8.5
"30-40",0,0,9.09
"30-40",0,0,5.93
"30-40",0,0,13.27
"30-40",0,0,7.22
"30-40",0,0,8.77
"30-40",0,0,8.5
"30-40",0,0,7.87
"30-40",0,0,6.34
"30-40",0,0,6.74
"30-40",0,0,10.63
"30-40",0,0,8.48
"30-40",0,0,10.3
"30-40",0,0,8.23
"30-40",0,0,6.77
"30-40",0,0,10.97
"30-40",0,0,9.12
"30-40",0,0,6.33
"30-40",0,0,8.62
"30-40",0,0,8.77
"30-40",0,0,7.1
"30-40",0,0,9.63
"30-40",0,0,11.82
"30-40",0,0,10.69
"30-40",0,0,8.71
"30-40",0,0,10.75
"30-40",0,0,9.65
"30-40",0,0,9.54
"30-40",0,0,8.86
"30-40",0,0,4.01
"30-40",0,0,7.89
"30-40",0,0,9.87
"30-40",0,0,7.94
"30-40",0,0,11.96
"30-40",0,0,4.12
"30-40",0,0,6.98
"30-40",0,0,6.36
"30-40",0,0,7.81
"30-40",0,0,10
"30-40",0,0,12.58
"30-40",0,0,12.45
"30-40",0,0,9.1
"30-40",0,0,6.78
"30-40",0,0,10.57
"30-40",0,0,10.01
"30-40",0,0,7.09
"30-40",0,0,9.28
"30-40",0,0,11.48
"30-40",0,0,5.51
"30-40",0,0,11.08
"30-40",0,0,8.57
"30-40",0,0,6.22
"30-40",0,0,7.82
"30-40",0,0,6.51
"30-40",0,0,9.46
"30-40",0,0,8.3
"30-40",0,0,7.93
"30-40",0,0,7.11
"30-40",0,0,11.24
"30-40",0,0,7.06
"30-40",0,0,7.33
"30-40",0,0,8.04
"30-40",0,0,9.85
"30-40",0,0,7.16
"30-40",0,0,7.63
"30-40",0,0,4.23
"30-40",0,0,9.35
"30-40",0,0,11.76
"30-40",0,0,10.98
"30-40",0,0,7.13
"30-40",0,0,9.48
"30-40",0,0,8.63
"30-40",0,0,7.73
"30-40",0,0,7.9
"30-40",0,0,11.19
"30-40",0,0,6.36
"30-40",0,0,7.23
"30-40",0,0,8.89
"30-40",0,0,10.02
"30-40",0,0,13.09
"30-40",0,0,5.66
"30-40",0,0,8.1
"30-40",0,0,10.43
"30-40",0,0,6.95
"30-40",0,0,8.82
"30-40",0,0,7.8
"30-40",0,0,7.4
"30-40",0,0,10.05
"30-40",0,0,8.06
"30-40",0,0,8.68
"30-40",0,0,10.89
"30-40",0,0,8.78
"30-40",0,0,8.07
"30-40",0,0,11.14
"30-40",0,0,6.23
"30-40",0,0,8.4
"30-40",0,0,9.07
"30-40",0,0,5.93
"30-40",0,0,11.44
"30-40",0,0,6.22
"30-40",0,0,9.23
"30-40",0,0,6.11
"30-40",0,0,8.51
"30-40",0,0,6.8
"30-40",0,0,3.61
"30-40",0,0,10.63
"30-40",0,0,10.08
"30-40",0,0,10.6
"30-40",0,0,6.51
"30-40",0,0,7.09
"30-40",0,0,7.76
"30-40",0,0,5.01
"30-40",0,0,8.42
"30-40",0,0,6.03
"30-40",0,0,9.76
"30-40",0,0,11.01
"30-40",0,0,7.33
"30-40",0,0,7.61
"30-40",0,0,7.5
"30-40",0,0,8.5
"30-40",0,0,7.18
"30-40",0,0,10.86
"30-40",0,0,9.47
"30-40",0,0,9.21
"30-40",0,0,8.15
"30-40",0,0,6.8
"30-40",0,0,7.59
"30-40",0,0,8.3
"30-40",0,0,7.52
"30-40",0,0,8.67
"30-40",0,0,10
"30-40",0,0,8.72
"30-40",0,0,5.41
"30-40",0,0,5.57
"30-40",0,0,8.36
"30-40",0,0,6.95
"30-40",0,0,7.75
"30-40",0,0,7.89
"30-40",0,0,6.17
"30-40",0,0,9.03
"30-40",0,0,11.38
"30-40",0,0,9.22
"30-40",0,0,12.28
"30-40",0,0,11.47
"30-40",0,0,6.72
"30-40",0,0,6.18
"30-40",0,0,6.66
"30-40",0,0,12.17
"30-40",0,0,10.18
"30-40",0,0,6.03
"30-40",0,0,12.63
"30-40",0,0,9.51
"30-40",0,0,12.56
"30-40",0,0,7.62
"30-40",0,0,13.41
"30-40",0,0,7.73
"30-40",0,0,9.68
"30-40",0,0,8.63
"30-40",0,0,9.3
"30-40",0,0,9.59
"30-40",0,0,9.82
"30-40",0,0,4.23
"30-40",0,0,8.71
"30-40",0,0,10.21
"30-40",0,0,7.83
"30-40",0,0,9.46
"30-40",0,0,9.13
"30-40",0,0,6.87
"30-40",0,0,6.95
"30-40",0,0,7.96
"30-40",0,0,8.21
"30-40",0,0,6.43
"30-40",0,0,8.15
"30-40",0,0,8.54
"30-40",0,0,8.95
"30-40",0,0,8.26
"30-40",0,0,8.41
"30-40",0,0,10.24
"30-40",0,0,6.57
"30-40",0,0,9.87
"30-40",0,0,8.77
"30-40",0,0,9.2
"30-40",0,0,7.18
"30-40",0,0,7.69
"30-40",0,0,7.63
"30-40",0,0,6.32
"30-40",0,0,10.56
"30-40",0,0,9.71
"30-40",0,0,6.7
"30-40",0,0,8.8
"30-40",0,0,9.98
"30-40",0,0,8.18
"30-40",0,0,7.23
"30-40",0,0,6.71
"30-40",0,0,12.57
"30-40",0,0,14.51
"30-40",0,0,7.5
"30-40",0,0,9.4
"30-40",0,0,11.12
"30-40",0,0,10.03
"40+",0,0,7.35
"40+",0,0,9.69
"40+",0,0,10.48
"40+",0,0,7.58
"40+",0,0,9.87
"40+",0,0,8.49
"40+",0,0,7.94
"40+",0,0,9.51
"40+",0,0,8.18
"40+",0,0,6.79
"40+",0,0,10.46
"40+",0,0,12.27
"40+",0,0,10.78
"40+",0,0,9.24
"40+",0,0,6.49
"40+",0,0,11.48
"40+",0,0,7.22
"40+",0,0,6.61
"40+",0,0,7.71
"40+",0,0,13.55
"40+",0,0,8.2
"40+",0,0,13.29
"40+",0,0,8.55
"40+",0,0,12.45
"40+",0,0,9.26
"40+",0,0,4.99
"40+",0,0,12.06
"40+",0,0,9.04
"40+",0,0,13.8
"40+",0,0,11.09
"40+",0,0,6.86
"40+",0,0,9.74
"40+",0,0,9.52
"40+",0,0,7.47
"40+",0,0,6.91
"40+",0,0,10.97
"40+",0,0,12.28
"40+",0,0,5.84
"40+",0,0,10.03
"40+",0,0,9.56
"40+",0,0,7.14
"40+",0,0,6.05
"40+",0,0,10.52
"40+",0,0,8.53
"40+",0,0,9.83
"40+",0,0,7.15
"40+",0,0,5.89
"40+",0,0,9.12
"40+",0,0,9.87
"40+",0,0,8.41
"40+",0,0,8.7
"40+",0,0,7.75
"40+",0,0,9.78
"40+",0,0,8.62
"40+",0,0,11.8
"40+",0,0,10.72
"40+",0,0,11.94
"40+",0,0,16.22
"40+",0,0,8.91
"40+",0,0,10.16
"40+",0,0,6.31
"40+",0,0,5.93
"40+",0,0,8.26
"40+",0,0,9
"40+",0,0,7.13
"40+",0,0,9.69
"40+",0,0,9.96
"40+",0,0,10.28
"40+",0,0,13.65
"40+",0,0,6.79
"40+",0,0,11.2
"40+",0,0,10.09
"40+",0,0,8.65
"40+",0,0,7.45
"40+",0,0,9.9
"40+",0,0,11.73
"40+",0,0,12.47
"40+",0,0,10.11
"40+",0,0,7.73
"40+",0,0,6.74
"40+",0,0,4.67
"40+",0,0,9.53
"40+",0,0,9.14
"40+",0,0,8.13
"40+",0,0,12.01
"40+",0,0,10.3
"40+",0,0,10.11
"40+",0,0,10.4
"40+",0,0,10.68
"40+",0,0,8.73
"40+",0,0,8.26
"40+",0,0,11.8
"40+",0,0,8.88
"40+",0,0,9.58
"40+",0,0,11.27
"40+",0,0,10.32
"40+",0,0,8.22
"40+",0,0,12.07
"40+",0,0,8.64
"40+",0,0,8.35
"40+",0,0,7.49
"40+",0,0,10.88
"40+",0,0,9.76
"40+",0,0,10.21
"40+",0,0,5.58
"40+",0,0,10.08
"40+",0,0,6.47
"40+",0,0,8.94
"40+",0,0,10.3
"40+",0,0,10.51
"40+",0,0,8.34
"40+",0,0,9.05
"40+",0,0,11.05
"40+",0,0,6.81
"40+",0,0,6.6
"40+",0,0,11.33
"40+",0,0,5.65
"40+",0,0,8.42
"40+",0,0,6.54
"40+",0,0,5.66
"40+",0,0,7.71
"40+",0,0,8.17
"40+",0,0,11.89
"40+",0,0,11.62
"40+",0,0,9.74
"40+",0,0,7.59
"40+",0,0,11.98
"40+",0,0,6.65
"40+",0,0,8.56
"40+",0,0,8.67
"40+",0,0,6.77
"40+",0,0,10.92
"40+",0,0,6.17
"40+",0,0,6.4
"40+",0,0,11.26
"40+",0,0,10.04
"40+",0,0,9.65
"40+",0,0,8.75
"40+",0,0,9.39
"40+",0,0,12.44
"40+",0,0,7.9
"40+",0,0,8.45
"40+",0,0,9.47
"40+",0,0,12.21
"40+",0,0,11.83
"40+",0,0,8.58
"40+",0,0,7.35
"40+",0,0,8.52
"40+",0,0,10.14
"40+",0,0,9.49
"40+",0,0,9.77
"40+",0,0,9.29
"40+",0,0,5.12
"40+",0,0,9.52
"40+",0,0,7.07
"40+",0,0,9.08
"40+",0,0,9.01
"40+",0,0,7.29
"40+",0,0,10.5
"40+",0,0,9.39
"40+",0,0,10.02
"40+",0,0,9.57
"40+",0,0,5.78
"40+",0,0,10.55
"40+",0,0,8.8
